author,title
"Quoc-Nam Tran, Franz Winkler",Special Issue on Applications of Gröbner Bases - Foreword of the Guest Editors.
Adam Strzeboski,Solving Systems of Strict Polynomial Inequalities.
"Jürgen Klüners, Gunter Malle",Explicit Galois Realization of Transitive Groups of Degree up to 15.
Chris Pollett,Translating I-Delta
"Lu Hong, Ding Decheng, Qian Lei",A Splitting with Infimum in the d-c. e. Degrees.
"Richard Kaye, Henryk Kotlarski",On Models Constructed by Means of the Arithmetized Completeness Theorem.
"Giacomo Bonanno, Klaus Nehring",Common Belief with the Logic of Individual Belief.
Pierre Matet,Partition Relations for Strongly Normal Ideals on 
Jörg Brendle,Martin's Axiom and the Dual Distributivity Number.
"Catherine Elaine Koering, Genevieve Fourel, Emmanuelle Binet-Brasselet, Thierry Laroche, Franz Klein, Eric Gilson",Identification of high affinity Tbf1p-binding sites within the budding yeast genome.
"Minoru Kanehisa, Susumu Goto",KEGG: Kyoto Encyclopedia of Genes and Genomes.
"R. Ploger, J. Zhang, D. Bassett, R. Reeves, P. Hieter, Mark Boguski, F. Spencer",XREFdb: cross-referencing the genetics and genes of mammals and model organisms.
"John Quackenbush, Feng Liang, Ingeborg Holt, Geo Pertea, Jonathan Upton",The TIGR Gene Indices: reconstruction and representation of expressed gene sequences.
"Jorja G. Henikoff, Elizabeth A. Greene, Shmuel Pietrokovski, Steven Henikoff",Increased coverage of protein families with the Blocks Database servers.
"Anthony J. Brookes, Heikki Lehväslaiho, Marianne Siegfried, Jana G. Boehm, Yan P. Yuan, Chandra M. Sarkar, Peer Bork, Flavio Ortigao",HGBASE: a database of SNPs and other variations in and around human genes.
"Tomohiko Kubo, Satsuki Nishizawa, Akira Sugawara, Noriko Itchoda, Amy Estiati, Tetsuo Mikami",The complete nucleotide sequence of the mitochondrial genome of sugar beet (Beta vulgaris L.) reveals a novel gene for tRNACys(GCA).
"Olga V. Kel-Margoulis, Aida G. Romashchenko, Nikolay A. Kolchanov, Edgar Wingender, Alexander E. Kel",COMPEL: a database on composite regulatory elements providing combinatorial transcriptional regulation.
"Jörg Schultz, Richard R. Copley, Tobias Doerks, Chris P. Ponting, Peer Bork",SMART: a web-based tool for the study of genetically mobile domains.
Kenneth E. Rudd,EcoGene: a genome sequence database for Escherichia coli K-12.
"Loredana Lo Conte, Bart Ailey, Tim J. P. Hubbard, Steven E. Brenner, Alexey G. Murzin, Cyrus Chothia",SCOP: a Structural Classification of Proteins database.
"Martina Kovárová, Petr Dráber",New specificity and yield enhancer of polymerase chain reactions.
"Yanli Wang, Kenneth J. Addess, Lewis Y. Geer, Thomas Madej, Aron Marchler-Bauer, Diane Zimmerman, Stephen H. Bryant",MMDB: 3D structure data in Entrez.
"Yasukazu Nakamura, Takashi Gojobori, Toshimichi Ikemura",Codon usage tabulated from international DNA sequence databases: status for the year 2000.
"Sharmila Banerjee-Basu, Joseph F. Ryan, Andreas D. Baxevanis",The Homeodomain Resource: a prototype database for a large protein family.
"M. Michael Gromiha, Jianghong An, Hidetoshi Kono, Motohisa Oobatake, Hatsuho Uedaira, Ponraj Prabakaran, Akinori Sarai","ProTherm, version 2.0: thermodynamic database for proteins and mutants."
"Steven A. Sullivan, L. Aravind, Izabela Makalowska, Andreas D. Baxevanis, David Landsman",The Histone Database: a comprehensive WWW resource for histones and histone fold-containing proteins.
"Catherine A. Ball, Kara Dolinski, Selina S. Dwight, Midori A. Harris, Laurie Issel-Tarver, Andrew Kasarskis, Charles R. Scafe, Gavin Sherlock, Gail Binkley, Heng Jin, Mira Kaloper, Sidney D. Orr, Mark Schroeder, Shuai Weng, Yan Zhu, David Botstein, J. Michael Cherry",Integrating functional genomic information into the Saccharomyces Genome Database.
Francine B. Perler,"InBase, the Intein Database."
"Claude Discala, Xavier Benigni, Emmanuel Barillot, Guy Vaysseix",DBcat: a catalog of 500 biological databases.
"Carol J. Bult, Debra M. Krupke, John P. Sundberg, Janan T. Eppig",Mouse Tumor Biology Database (MTB): enhancements and current status.
"Ioannis Xenarios, Danny W. Rice, Lukasz Salwínski, Marisa K. Baron, Edward M. Marcotte, David Eisenberg",DIP: the Database of Interacting Proteins.
"Maria C. Costanzo, Jennifer D. Hogan, Michael E. Cusick, Brian P. Davis, Ann M. Fancher, Peter E. Hodges, Pinar Kondu, Carey Lengieza, Jodi E. Lew-Smith, Carol Lingner, Kevin Roberg-Perez, Michael Tillberg, Joan E. Brooks, James I. Garrels",The Yeast Proteome Database (YPD) and Caenorhabditis elegans Proteome Database (WormPD): comprehensive resources for the organization and comparison of model organism protein information.
"Curtis J. Palm, Nancy A. Federspiel, Ronald W. Davis",DAtA: Database of Arabidopsis thaliana Annotation.
"Ralph Ford, Craig Robson, Daniel Temple, Michael Gerlach",Metrics for Shot Boundary Detection in Digital Video Sequences.
B. Prabhakaran,Multimedia authoring and presentation techniques - guest editor's introduction.
"Sibel Adali, Maria Luisa Sapino, V. S. Subrahmanian",An algebra for creating and querying multimedia presentations.
"Kaname Harumoto, Tadashi Nakano, Shinji Shimojo",An Architecture for Adaptive Multimedia Content Delivery.
"Kyoji Hirata, Sougata Mukherjea, Wen-Syan Li, Yoshinori Hara",Integration of Image Matching and Classification for Multimedia Navigation.
"Debasish Ghose, Hyoung Joong Kim",Scheduling Video Streams in Video-on-Demand Systems: A Survey.
"Cyrus Shahabi, Mohammad Alshayeji",Super-Streaming: A New Object Delivery Paradigm for Continuous Media Servers.
"Rodger J. McNab, Lloyd A. Smith, Ian H. Witten, Clare L. Henderson",Tune Retrieval in the Multimedia Library.
"Lun Hsing Tung, Irwin King",A Two-Stage Framework for Polygon Retrieval.
"Bruno Courcelle, Johann A. Makowsky, Udi Rotics",Linear Time Solvable Optimization Problems on Graphs of Bounded Clique-Width.
"Ambrose Kofi Laing, Robert Cypher, Christian A. Duncan",On the Flattest Common Supersequence Method for Deadlock-Free Routing in Arbitrary Networks.
"Lars Bendix, Ulf Asklund, Jonas Persson",Summary of the Subworkshop on Change Management for Open Source Software.
"Chanchal Chatterjee, Vwani P. Roychowdhury",Algorithms for coplanar camera calibration.
"Min-Fan Ricky Lee, Clarence W. de Silva, Elizabeth A. Croft, Q. M. Jonathan Wu",Machine vision system for curved surface inspection.
"Danilo P. Mandic, Jonathon A. Chambers",Towards the Optimal Learning Rate for Backpropagation.
"Andreu Català, Cecilio Angulo",A Comparison between the Tikhonov and the Bayesian Approaches to Calculate Regularisation Matrices.
"Natsuki Nagao, Haruhiko Nishimura, Nobuyuki Matsui",A Neural Chaos Model of Multistable Perception.
"Keith Humphreys, D. M. Titterington",Improving the Mean-Field Approximation in Belief Networks Using Bahadur's Reparameterisation of the Multivariate Binary Distribution.
Johann H. Schlichter,Neue Medien in der Ausbildung: Ein Mittel zur Reduzierung des Mangels an IT-Experten?
"Gianluca De Marco, Adele A. Rescigno",Tighter Time Bounds on Broadcasting in Torus Networks in Presence of Dynamic Faults.
Daniel J. Quinlan,ROSE: Compiler Support for Object-Oriented Frameworks.
"Yani Zhang, Changyun Wen, Ying Zhang",Estimation of motion parameters from blurred images.
"Martin Kermit, Åge J. Eide",Audio signal identification via pattern capture and template matching.
"Takashi Hamada, Kazunori Kato, Kowichiro Kawakami",Extracting facial features as in infants.
"S. Suthaharan, S. W. Kim, H. K. Lee, S. Sathananthan",Perceptually tuned robust watermarking scheme for digital images.
"D. Molloy, P. F. Whelan",Active-meshes.
"H. Büllow, Laurence Dooley, Diederich Wermser",Application of principal axes for registration of NMR imagey sequences.
"Horst Bunke, Abraham Kandel",Mean and maximum common subgraph of two graphs.
"Jayanta Mukherjee, M. Aswatha Kumar, P. P. Das, B. N. Chatterji",Fast computation of cross-sections of 3D objects from their Medial Axis Transforms.
"Wang-Heun Lee, Kyoung-Sig Roh, In-So Kweon",Self-localization of a mobile robot without camera calibration using projective invariants.
"Sambhunath Biswas, Nikhil R. Pal",On hierarchical segmentation for image compression.
"Mehmet Sezgin, Ramazan Tasaltín",A new dichotomization technique to multilevel thresholding devoted to inspection applications.
"Giorgio Giacinto, Fabio Roli, Lorenzo Bruzzone",Combination of neural and statistical algorithms for supervised classification of remote-sensing image.
"Sheng-Jiang Chang, Kwok-Wo Wong, Chi-Sing Leung",Combining DEKF algorithm and trace rule for fast on-line invariance extraction and recognition.
"H. Drolon, Fabrice Druaux, Alain Faure",Particles shape analysis and classification using the wavelet transform.
"João M. Sanches, Jorge S. Marques",A Rayleigh reconstruction/interpolation algorithm for 3D ultrasound.
"P. Nagabhushan, D. S. Guru",Incremental circle transform and eigenvalue analysis for object recognition: an integrated approach.
Dadong Wan,Magic Wardrobe: Situated Shopping from your own Bedroom.
Michael Rose,Music in the Home: Interfaces for Music Appliances.
"Alan J. Dix, Devina Ramduny, Tom Rodden, Nigel Davies",Places to Stay on the Move: Software Architectures for Mobile User Interfaces.
"Jonás A. Montilva, Yajaira Ramos",Patrones de Diseño para el Modelo de Redes en Sistemas de Información Geográfica.
"Arie van Deursen, Alex Quilici, Steven Woods",Program plan recognition for year 2000 tools.
"Frédéric Loulergue, Gaétan Hains, Christian Foisy",A calculus of functional BSP programs.
Noga Alon,Degrees and choice numbers.
Van H. Vu,On the concentration of multivariate polynomials with small expectation.
"Ehud Friedgut, Michael Krivelevich",Sharp thresholds for certain Ramsey properties of random graphs.
"Miklós Bóna, Andrew Mclennan, Dennis White",Permutations with roots.
"Henrik Theiling, Christian Ferdinand, Reinhard Wilhelm",Fast and Precise WCET Prediction by Separated Cache and Path Analyses.
"Frank P. Burns, Albert Koelmans, Alexandre Yakovlev",WCET Analysis of Superscalar Processors Using Simulation With Coloured Petri Nets.
Juan Antonio de la Puente,Real-Time Object-Oriented Design and Formal Methods.
"Michael Mattsson, Jan Bosch",Stability assessment of evolving industrial object-oriented frameworks.
Joel E. Henry,Test case selection for simulations in the maintenance of real-time systems.
Zhi-Zhong Chen,Efficient Algorithms for Acyclic Colorings of Graphs.
"Joost-Pieter Katoen, Albert Nymeyer",Pattern-matching algorithms based on term rewrite systems.
A. N. Trahtman,Algorithms finding the order of local testability of deterministic finite automaton and estimations of the order.
Biing-Feng Wang,Tight bounds on the solutions of multidimensional divide-and-conquer maximin recurrences.
Klaus Meer,Counting problems over the reals.
"Jean Françon, Yves Bertrand",Topological 3D-manifolds: a statistical study of the cells.
"Shlomo Moran, Sagi Snir",Simple and efficient network decomposition and synchronization.
"Matthias Ott, Frank Stephan",Structural measures for games and process control in the branch learning model.
"Claudio Ferretti, Giancarlo Mauri, Claudio Zandron",Nine test tubes generate any RE language.
Zsuzsanna Róka,The firing squad synchronization problem on Cayley graphs.
"Roberto De Prisco, Butler W. Lampson, Nancy A. Lynch",Revisiting the PAXOS algorithm.
Jean-Luc Ponty,An Efficient Null-Free Procedure for Deciding Regular Language Membership.
"Masami Ito, Lila Kari, Gabriel Thierrin",Shuffle and scattered deletion closure of languages.
Qing Zhou,Grzegorczyk's hierarchy of computable analysis.
Lance Fortnow,One complexity theorist's view of quantum computing.
"Peter R. J. Asveld, Anton Nijholt",The Inclusion Problem for Some Subclasses of Context-Free Languages.
Janusz A. Brzozowski,Delay-insensitivity and ternary simulation.
"Luke Hornof, Jacques Noyé","Accurate binding-time analysis for imperative languages: flow, context, and return sensitivity."
Yuh-Jzer Joung,Two decentralized algorithms for strong interaction fairness for systems with unbounded speed variability.
Ludwik Czaja,Process languages and nets.
"Paolo Boldi, Sebastiano Vigna",The Turing closure of an Archimedean field.
"Klaus Weihrauch, Xizhong Zheng","Computability on continuous, lower semi-continuous and upper semi-continuous real functions."
"David Meier, Beverly A. Sanders",Composing leads-to properties.
"Frantiek Frank, Ayse Karaman, W. F. Smyth",Repetitions in Sturmian strings.
"Olivier Danvy, Ulrik Pagh Schultz",Lambda-dropping: transforming recursive equations into programs with block structure.
"Eric J. Hedman, Joost N. Kok, Kaisa Sere",Coordinating action systems.
"Fangmin Song, YongSen Xu, Yuechen Qian",The self-reduction in lambda calculus.
"James L. Caldwell, Ian P. Gent, Judith L. Underwood",Search algorithms in type theory.
"Denis Robilliard, David Simplot",Undecidability of existential properties in picture languages.
Chantal Berline,From computation to foundations via functions and application: The -calculus and its webbed models.
Luciano Sánchez,Interval-valued GA-P algorithms.
Alice E. Smith,Swarm intelligence: from natural to artificial systems.
"R. Olmi, M. Bini, S. Priori",A genetic algorithm approach to image reconstruction in electrical impedance tomography.
"Josselin Garnier, Leila Kallel",Statistical distribution of the convergence time of evolutionary algorithms for long-path problems.
Pei-Chi Wu,Transition from national standards to Unicode: multilingual support in operating systems and programming languages.
"Todd A. Proebsting, Gregg M. Townsend",A new implementation of the Icon language.
"Robert P. Fitzgerald, Todd B. Knoblock, Erik Ruf, Bjarne Steensgaard, David Tarditi",Marmot: an optimizing compiler for Java.
Rajkumar Buyya,PARMON: a portable and scalable monitoring system for clusters.
"Diganta Goswami, Rajib Mall, Prosenjit Chatterjee",Static slicing in Unix process environment.
"William R. Bush, Jonathan D. Pincus, David J. Sielaff",A static analyzer for finding dynamic programming errors.
"Rachid Guerraoui, Patrick Th. Eugster, Pascal Felber, Benoît Garbinato, Karim Mazouni",Experiences with object group systems.
Jérôme Darmont,DESP-C++: a discrete-event simulation package for C++.
"Toni Cortes, Yolanda Becerra, Raúl Cervera",Swap compression: resurrecting old ideas.
"Masayoshi Aritsugi, Akifumi Makinouchi",Multiple-type objects in an enhanced C++ persistent programming language.
"William E. Cohen, Rhonda Kay Gaede, Jeremy B. Rodgers","A demonstration of repeatable, non-intrusive measurement of program performance and compiler optimization in Linux using IN-Tune."
"Heung Seok Chae, Yong Rae Kwon, Doo-Hwan Bae",A cohesion measure for object-oriented classes.
"Nigel Tracey, John Clark, Keith Mander, John A. McDermid",Automated test-data generation for exception conditions.
Ernst-Erich Doberkat,Ernst-Erich Doberkat über Mary Shaw und David Garlan: Software Architecture - Perspectives on an Emerging Discipline.
Ernst-Erich Doberkat,Ernst-Erich Doberkat über J. Leslie KEEDY: In Stufen zum Ziel - Zur Einführung von Bachelor- und Master-Graden an deutschen Universitäten.
Christof Ebert,Improving the Validation Process for a Better Field Quality in a Product Line Architecture.
Katharina Mehner,Bericht über den GI-Workshop Modellierung 2000 vom 5. - 7. April 2000 in St. Goar.
Uwe M. Borghoff,UniBw Muenchen.
Christoph Grein,Ada Magica.
